ID,X_mm,Y_mm,Intensity,Classification
03986736-197c-4653-a2ff-0dc9cc337172,4.4,2.2,0.5125,constructive
53c0360d-de83-4941-98b3-0b513c3de007,5.4,2.2,0.3142,constructive
f2a6a339-5713-4495-941a-a23e4e759969,5.6,2.2,0.4354,constructive
556074e2-1c28-4dcb-955d-160bb532b41c,5.8,2.2,0.3264,constructive
255b8bc1-da06-4881-9ca4-3208dca2543d,6.4,2.2,0.6079,constructive
4d9806e1-2f60-4864-bf40-018df2441b27,6.6,2.2,0.8774,constructive
6831ce08-0a15-4cfc-98a8-984eafaf1d90,6.8,2.2,0.8009,constructive
3a5e0129-a8a7-4ad3-aa90-d2a98e1db424,7,2.2,0.3494,constructive
34326467-f5af-4197-b602-69a0923b70af,7.4,2.2,0.3898,destructive
ab51b58e-86b3-46ba-9be5-34ffbf2c9840,8,2.2,0.3702,constructive
4f32c371-2248-4355-aa52-0bd273978437,8.6,2.2,0.3172,destructive
73dcf45e-2dff-4362-a2c4-9ef46a6ca5c5,9.4,2.2,0.4087,destructive
df52e30b-f642-4c74-9e5e-bef026c64c50,9.6,2.2,0.3845,destructive
d1b25107-9da8-4b55-8977-d8b3fe9965e8,10,2.2,0.6314,constructive
2a2f2bb9-2e26-4440-8ddb-c69b6f87299a,-10,2.4,0.4958,constructive
53891aff-ec9f-4b86-a9c4-cd6401979c1a,-9.6,2.4,0.4576,destructive
4a3b2a84-5c27-44ad-b390-78cc703f2cc2,-9.4,2.4,0.3339,destructive
e7c83089-4640-44d5-8868-1f4f17a6472f,-8.4,2.4,0.3628,destructive
33e540e1-2dd1-4a50-af92-8b71de3f293a,-7,2.4,0.4856,constructive
794aadb0-bf60-4aa0-9766-bd2aaf2207a6,-6.8,2.4,0.898,constructive
b35284d8-301a-4107-97df-9a37aac99256,-6.6,2.4,0.9023,constructive
d32278d3-42e8-4895-9569-7fe3de2da2c1,-6.4,2.4,0.5172,constructive
3b6213fd-57e0-45c6-b3aa-0fd5aebf048d,-5.4,2.4,0.3129,constructive
11fee182-e432-4c4b-a515-66ec8d638584,-4.4,2.4,0.572,constructive
ecb15184-acec-4c4f-9106-c44573db79e0,-4.2,2.4,0.6601,constructive
10a15882-94fb-410f-bbda-e74c828ae84b,-4,2.4,0.3978,constructive
53bbe99b-0a51-4b0f-823e-094ce05b7923,-3.6,2.4,0.4529,destructive
4533e408-9e7e-4178-80f4-de400a655960,-3.4,2.4,0.5482,destructive
0870eba4-0cf8-4c80-9e6f-0124f1a094c1,-3.2,2.4,0.3792,destructive
eafc000d-153c-4915-a662-c773b854350f,-2.4,2.4,0.3227,destructive
81943142-0273-4c1c-b404-d7795b117028,-2.2,2.4,0.3692,destructive
8cae00fd-5a90-4d23-a44e-a531468d5d79,-1.2,2.4,0.3365,destructive
2ccfcc44-4b7a-485d-a167-a060fa4ec607,-1,2.4,0.6386,destructive
fa52397e-3b17-47db-8d9d-abddaa421e81,-0.8,2.4,0.7326,destructive
d9129555-90d5-4644-b622-166736942023,-0.6,2.4,0.5257,destructive
7312e207-fd2c-4419-a5d4-5376f0f60c04,0,2.4,0.4645,constructive
91b99fad-70ec-47d9-9953-c61a6eb65416,0.6,2.4,0.5257,destructive
fdb08d10-1314-4263-9492-6d2516911ce7,0.8,2.4,0.7326,destructive
e0c0abd7-cfa9-4e63-9e47-5b4d251145a8,1,2.4,0.6386,destructive
60204924-db26-4703-a2be-1adb93268be5,1.2,2.4,0.3365,destructive
2576bf6e-6fc3-48ea-b2f3-4bc270a789b5,2.2,2.4,0.3692,destructive
b756ab74-26f5-4db2-b6fe-8dcbde6aab89,2.4,2.4,0.3227,destructive
8a67481a-3098-48b8-9d75-b0f14f86e72b,3.2,2.4,0.3792,destructive
bd9c98a2-baf6-4287-b4d9-37710e4a3d43,3.4,2.4,0.5482,destructive
363d0fc7-37a1-439c-9869-2878ccae3fa3,3.6,2.4,0.4529,destructive
e8becee7-6b0d-44ec-bb55-15a019ee2663,4,2.4,0.3978,constructive
5758c3d0-b90f-48f1-a9e1-dee7c2501d29,4.2,2.4,0.6601,constructive
1836eff1-57ac-4894-b8d2-f9ee354cb694,4.4,2.4,0.572,constructive
6ae59200-3911-4c73-b5d9-155c6291246e,5.4,2.4,0.3129,constructive
77e45e21-5e85-4397-ba11-5ad1ed0a631f,6.4,2.4,0.5172,constructive
f605b138-6b22-4ed8-b024-00fbad002c24,6.6,2.4,0.9023,constructive
327e42a6-8e3c-4a6d-b1b8-1d85d5a15988,6.8,2.4,0.898,constructive
04dbbbed-1972-4b54-a092-d0a757400ed3,7,2.4,0.4856,constructive
ef1f0d10-edff-40e9-a681-eba72e486c7d,8.4,2.4,0.3628,destructive
817b3b5d-fcf8-4e2e-b536-dd9f8614d361,9.4,2.4,0.3339,destructive
9917f986-1a56-42a5-8b72-ced78cb83a4e,9.6,2.4,0.4576,destructive
6001bb0c-9172-48bc-9c70-a3a557fba90c,10,2.4,0.4958,constructive
ed68a4ac-4496-4889-b239-18a9aa81b6e8,-9.6,2.6,0.3649,destructive
22a0eceb-90c8-4950-b451-f67adfa3bd10,-9.2,2.6,0.3257,constructive
7de9c9c6-c3ea-4fac-8237-d16d271bb464,-9,2.6,0.4491,constructive
b693aeb8-c628-49f9-9f53-60dd9b85c838,-8.6,2.6,0.3866,destructive
622b89d3-2f38-4481-b54d-913cc639380e,-8.4,2.6,0.6795,destructive
e848b975-c8bd-4ebb-8e4f-a8669cf5cb49,-8.2,2.6,0.5867,destructive
7b80bf59-886d-476f-ac3f-b51989658f70,-7,2.6,0.4258,constructive
f778bc33-8cac-4645-8880-5ad5be767790,-6.8,2.6,0.7196,constructive
d0e7b631-540b-4cf2-8172-a1f50dd754d9,-6.6,2.6,0.6605,constructive
b0b3e494-be1c-42c1-be6c-8bfc52712274,-6,2.6,0.3916,destructive
485782a1-e798-416b-b3e0-a7ee20e6d438,-5.4,2.6,0.4691,constructive
f4197c41-d68a-4c6f-8406-4fa144d3f1b6,-5.2,2.6,0.4142,constructive
